CustomerID,CustomerName,Age,Gender,SeniorCitizen,MaritalStatus,Dependents,City,State,Country,JoinDate,TenureMonths,ContractType,Plan,InternetService,TechSupport,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportTickets,SatisfactionScore,AvgMonthlyGB,LatePayments,Churn
101024,Adrienne Brown,58,Female,No,Divorced,Yes,Walterville,PA,USA,10-01-2025,40,One year,Basic,DSL,No,Yes,No,No,No,No,Bank Transfer,62.59,2572.98,6,2,259,3,No
101025,Gary Hernandez,18,Male,Yes,Married,Yes,Pageborough,MH,USA,01-05-2024,3,Month-to-month,Basic,Fiber,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,66.85,289.53,3,4,335,4,No
101026,Richard Perkins,27,Male,Yes,Divorced,No,Mayerfort,CO,USA,30/05/2021,57,One year,Basic,Cable,No,No,Yes,Yes,Yes,Yes,Mailed Check,105.24,6004.67,8,5,405,0,No
101027,Rachel Flowers,76,Male,Yes,Divorced,No,South Amber,KS,USA,06-26-2022,28,Two year,Premium,Fiber,No,Yes,No,No,Yes,Yes,Bank Transfer,30.54,925.68,0,2,70,3,No
101028,Julia Hill,55,Female,No,Divorced,Yes,Parkerside,IN,USA,12/07/2024,19,One year,premium,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer,69.43,1296.23,3,5,102,0,Yes
101029,Jack Gray,76,,No,Divorced,Yes, TIMOTHYTON ,KY,USA,07-08-2021,7,One year,basic,None,Yes,No,No,No,No,Yes,Credit Card,112.5,819.1,6,5,513,3,Yes
101030,Ashley Davis,18,Male,Yes,Divorced,No,Port Whitney,MD,USA,10-22-2025,7,Month-to-month,premium,DSL,Yes,No,No,Yes,Yes,No,Mailed Check,30.31,,4,5,667,6,No
101031,Lisa Olson,39,Male,Yes,Married,No,New Brandy,CA,USA,2020-11-04,44,Month-to-month,Premium,DSL,Yes,Yes,No,No,No,No,Bank Transfer,100.0,,6,2,291,5,Yes
101032,Eric York,84,Female,Yes,Divorced,Yes,Vasquezfurt,OH,USA,2024-09-23,27,Two year,standard,DSL,Yes,Yes,No,Yes,Yes,No,Mailed Check,73.07,2070.52,3,1,685,5,No
101033,Janet Scott,66,Female,No,Married,Yes,Lake Mikefort,PR,USA,28/06/2024,64,One year,Premium,Cable,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer,54.19,3576.56,7,1,178,4,No
101034,Brian Moore,31,Male,No,Divorced,Yes, KENNETHSIDE ,MP,USA,03/01/2022,24,Month-to-month,standard,DSL,Yes,Yes,No,No,No,Yes,Mailed Check,55.67,1421.88,0,4,9,5,Yes
101035,dawn jenkins,29,Female,No,Single,Yes,Angelashire,TX,USA,05/02/2025,53,Month-to-month,standard,Fiber,No,Yes,No,Yes,No,Yes,Electronic Check,73.04,3964.97,10,2,392,2,Yes
101036,Jordan Cole,52,Male,No,Single,Yes,West Charlesberg,ND,USA,2022-02-26,62,Month-to-month,Standard,DSL,No,Yes,No,No,No,Yes,Electronic Check,30.0,1904.41,7,3,581,5,Yes
101037,Sarah Pratt,53,Female,No,Single,No,West Andrewmouth,KY,USA,2020-12-04,1,Month-to-month,Standard,DSL,Yes,No,No,Yes,No,Yes,Electronic Check,112.94,,5,3,798,8,No
101038,Brett Roberts,27,Female,No,Divorced,Yes,South Kathrynstad,KY,USA,06/03/2024,15,Two year,Standard,Fiber,No,No,No,No,Yes,Yes,Electronic Check,60.72,1008.75,6,4,364,2,Yes
101039,michelle burke,52,Female,No,Married,No,North Erin,UT,USA,07/09/2025,7,One year,Basic,Fiber,No,Yes,No,Yes,Yes,Yes,Electronic Check,78.3,530.52,2,2,194,8,No
101040,Jeffery Franklin,18,Female,No,Divorced,Yes,Paulamouth,IL,USA,06-07-2024,42,One year,Standard,Fiber,No,Yes,Yes,No,No,Yes,Mailed Check,38.86,,0,1,637,0,No
101041,maria pena,71,Female,No,Married,Yes, SOUTH CHARLESSTAD ,NY,USA,08-10-2020,5,Two year,Premium,Fiber,Yes,Yes,Yes,No,No,No,Credit Card,40.28,288.31,3,4,638,0,No
101042,Chloe Reid,29,Female,Yes,Single,Yes, WEST ANNHAVEN ,GA,USA,05-24-2023,62,Month-to-month,standard,DSL,No,Yes,Yes,Yes,No,Yes,Bank Transfer,50.33,,8,5,413,6,No
101043,Jacqueline Pennington,65,,Yes,Married,Yes,West Jennifer,OH,USA,04/05/2021,11,Month-to-month,Premium,Cable,Yes,No,Yes,Yes,Yes,No,Bank Transfer,67.16,827.76,7,2,65,4,No
101044,Tracy Tyler,57,Male,No,Divorced,Yes,Port Matthew,MD,USA,2023-05-11,29,Month-to-month,Standard,None,No,No,No,Yes,Yes,Yes,Credit Card,47.14,1365.6,6,2,418,5,No
101045,Christina Olson,75,Male,Yes,Single,Yes,North Bryanmouth,VA,USA,2023-06-12,4,Month-to-month,standard,DSL,Yes,No,Yes,Yes,Yes,No,Credit Card,105.67,469.72,5,1,579,4,Yes
101046,Heather Price,29,,Yes,Single,Yes, NEW JASONMOUTH ,OH,USA,2021-01-07,11,One year,Standard,Cable,Yes,No,Yes,Yes,No,No,Bank Transfer,35.81,430.99,3,2,111,2,No
101047,Destiny Fox,55,Male,No,Divorced,Yes,Keyborough,FL,USA,2023-04-26,5,One year,Premium,None,No,No,Yes,No,No,No,Bank Transfer,29.37,232.38,7,1,191,0,No
101048,Jared Williams,72,Female,No,Single,No,Donovanberg,PR,USA,25/09/2023,24,Two year,Standard,Cable,No,Yes,No,Yes,Yes,No,Bank Transfer,115.83,2756.97,3,2,583,6,No
101049,Matthew Thomas,25,Male,Yes,Divorced,Yes,Wayneville,WV,USA,2025-11-11,65,Month-to-month,Basic,Cable,Yes,Yes,No,Yes,Yes,No,Electronic Check,47.29,3122.41,2,2,31,3,No
101050,Erin Solis,35,Female,Yes,Married,Yes,Brucehaven,ID,USA,05-02-2023,57,Two year,Basic,Cable,No,Yes,Yes,No,Yes,No,Bank Transfer,86.38,4936.92,7,1,553,5,Yes
101051,Tammy Lee,79,Male,Yes,Divorced,Yes,Benjaminstad,HI,USA,11/10/2024,24,One year,Standard,None,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,87.05,2081.1,3,4,769,6,No
101052,Jeffrey Stewart,68,Male,Yes,Divorced,No, WEST PAULAFORT ,MT,USA,13/02/2026,21,One year,Standard,Cable,No,No,Yes,No,Yes,Yes,Electronic Check,38.14,918.48,1,3,682,2,No
101053,Danny Silva,63,Female,Yes,Divorced,Yes,Jenniferchester,MT,USA,2024-05-15,39,Two year,basic,Fiber,Yes,No,No,Yes,No,No,Mailed Check,63.15,,7,4,230,5,No
101054,Charles White,76,Female,Yes,Divorced,Yes,Lake Karen,IN,USA,01-26-2021,7,Two year,Premium,DSL,Yes,Yes,No,Yes,No,Yes,Mailed Check,79.74,597.16,9,4,759,3,No
101055,David White,57,,Yes,Divorced,No,Lake Evelyn,OR,USA,02/01/2026,57,One year,Premium,Cable,No,No,Yes,No,No,No,Mailed Check,81.32,,2,1,32,1,No
101056,Benjamin Snyder,69,Female,No,Single,Yes,Singhstad,NJ,USA,02-02-2025,22,Two year,Standard,None,Yes,Yes,No,Yes,No,Yes,Mailed Check,106.0,2348.23,2,4,777,5,No
101057,Mark Davis,53,Male,No,Married,Yes, PORT REBECCAPORT ,MN,USA,2026-03-26,2,One year,Basic,DSL,Yes,No,No,No,Yes,No,Bank Transfer,48.04,158.29,2,2,388,0,No
101058,alisha roy md,62,Female,Yes,Divorced,Yes, WEST SYDNEY ,VI,USA,07/07/2026,55,One year,standard,Cable,Yes,Yes,No,Yes,No,Yes,Bank Transfer,49.96,2820.93,10,1,529,5,Yes
101059,Jeffrey Chase,55,Male,No,Divorced,Yes,West Morgan,RI,USA,17/04/2023,7,Two year,basic,None,Yes,No,Yes,No,No,No,Credit Card,103.5,770.42,7,1,476,4,Yes
101060,Chad Perkins,37,Male,Yes,Single,Yes,Hillville,KY,USA,2022-03-03,47,Two year,Premium,DSL,No,Yes,No,No,Yes,Yes,Electronic Check,102.21,4778.58,8,2,482,7,No
101061,Sherri Carter,41,Male,Yes,Divorced,Yes,Bobbyland,IL,USA,10-11-2025,65,Month-to-month,Standard,None,No,No,No,No,Yes,No,Electronic Check,108.84,,9,1,535,0,Yes
101062,Randy Brown,52,Male,Yes,Divorced,No,South Sarah,WV,USA,23/07/2025,49,Month-to-month,Standard,Fiber,Yes,Yes,Yes,No,Yes,Yes,Credit Card,87.16,4324.69,10,2,430,7,No
101063,Cody Torres,83,Female,No,Divorced,Yes,East Jayberg,AZ,USA,2025-06-19,8,Month-to-month,Basic,None,Yes,Yes,No,No,Yes,No,Credit Card,76.08,719.17,10,1,285,5,Yes
101064,Ms. Heather Robertson,26,,Yes,Married,Yes, SHELIAFURT ,VT,USA,2023-08-15,50,Two year,premium,None,No,No,Yes,No,No,No,Electronic Check,69.31,3535.17,9,5,79,7,Yes
101065,Jonathan Williams,73,Female,No,Divorced,No,Bradleyburgh,WI,USA,2023-11-25,36,Two year,Premium,Cable,Yes,No,No,No,No,Yes,Mailed Check,58.54,2103.79,10,1,670,4,No
101066,Jamie Morrison,49,Female,Yes,Married,Yes,New Arthur,WA,USA,2026-02-27,19,Month-to-month,Standard,None,No,No,No,No,No,Yes,Mailed Check,111.02,2128.02,5,2,67,3,No
101067,Kathy Price DVM,30,Female,Yes,Divorced,Yes, LAKE TAMMY ,DE,USA,12/09/2025,55,Month-to-month,basic,DSL,Yes,Yes,Yes,No,No,No,Bank Transfer,33.68,,2,2,658,4,No
101068,Kelly Smith,53,Male,No,Divorced,Yes, KANETON ,IL,USA,03/07/2026,60,Month-to-month,Basic,Cable,No,No,Yes,Yes,No,No,Mailed Check,28.12,1800.99,8,2,613,6,No
101069,Daniel Sullivan,59,,No,Married,No,New Beverlybury,AZ,USA,2025-07-26,72,Two year,premium,Fiber,No,No,Yes,Yes,No,Yes,Electronic Check,108.69,7915.76,7,3,231,3,No
101070,Michael Williamson,78,Male,Yes,Single,No,Sampsonport,NH,USA,10-07-2024,3,One year,premium,DSL,Yes,No,Yes,Yes,Yes,No,Mailed Check,61.99,240.72,4,3,665,0,No
101071,Steven Bryan,32,Female,Yes,Single,Yes, WEST TREVOR ,AR,USA,08-27-2024,20,Two year,Standard,DSL,Yes,Yes,Yes,No,No,No,Electronic Check,51.1,1003.9,10,1,97,7,No
101072,Gina Short,78,Male,No,Married,No,Francoshire,NH,USA,05-15-2026,7,One year,Standard,DSL,Yes,No,No,No,No,No,Bank Transfer,101.79,688.65,0,1,467,6,No
101073,Jeffrey Roberson,74,Female,Yes,Divorced,Yes,North Tiffany,IA,USA,2026-02-22,30,Month-to-month,Basic,DSL,No,Yes,No,No,Yes,Yes,Electronic Check,25.45,838.52,7,2,611,5,No
101074,Ryan Davis,30,Male,No,Married,Yes,North Dennis,WV,USA,06/05/2023,17,Month-to-month,premium,None,Yes,No,No,No,Yes,Yes,Electronic Check,64.79,1220.59,0,2,545,6,No
101075,Rachel Johnson,79,Female,No,Divorced,Yes,Stacyhaven,DE,USA,02-15-2025,36,Month-to-month,Basic,Fiber,No,No,Yes,Yes,No,Yes,Bank Transfer,43.84,1622.04,5,1,294,4,No
101076,Jason Vaughn,77,Male,Yes,Married,Yes, PORT HEATHERLAND ,ND,USA,17/10/2023,6,Two year,Standard,Fiber,No,No,No,No,No,Yes,Mailed Check,73.36,523.71,6,4,26,0,No
101077,Leonard Rose,41,Female,Yes,Single,Yes,West Kara,AS,USA,06-18-2023,38,One year,Premium,None,Yes,No,No,No,Yes,Yes,Credit Card,58.98,2296.77,5,3,496,0,Yes
101078,John Clark,30,Male,No,Single,No,South Robert,MP,USA,07/10/2021,12,Month-to-month,Standard,None,No,Yes,Yes,No,Yes,Yes,Electronic Check,58.28,708.84,4,4,411,1,No
101079,Jason Walker,61,Male,Yes,Divorced,No,Grahamfort,MN,USA,2025-10-04,53,One year,Basic,DSL,Yes,No,Yes,No,Yes,No,Mailed Check,61.91,3398.99,1,2,235,3,No
101080,Patricia Lewis,23,Female,Yes,Married,No,Keithside,LA,USA,2025-09-13,57,Month-to-month,Basic,Fiber,No,No,No,Yes,No,Yes,Mailed Check,34.52,2010.0,7,3,290,0,Yes
101081,Austin Harris,79,Male,Yes,Married,No, PORT CHRISTOPHER ,FL,USA,04-23-2026,54,One year,Standard,Cable,No,Yes,Yes,Yes,Yes,No,Credit Card,107.63,,0,5,396,3,No
101082,Jorge Thompson,78,Female,Yes,Married,Yes,Jacobmouth,OH,USA,2020-10-22,17,Two year,Standard,None,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,86.36,1534.55,0,5,775,3,No
101083,Ashley Meyer,61,Female,No,Married,No,Port Amyport,OH,USA,15/12/2021,3,One year,Basic,None,Yes,Yes,No,Yes,Yes,No,Bank Transfer,93.03,318.66,1,1,57,8,Yes
101084,Susan Lawson,77,Female,Yes,Married,Yes, SOUTH JACOB ,VT,USA,09/01/2025,65,One year,Premium,Fiber,Yes,No,No,No,No,Yes,Electronic Check,27.23,1793.39,9,3,483,7,No
101085,Joseph Johnson,76,Female,No,Divorced,No,Duranhaven,OH,USA,2025-01-07,47,Two year,Basic,Cable,Yes,Yes,No,Yes,No,Yes,Electronic Check,26.86,1311.6,10,1,317,1,No
101086,Joseph Jones,53,Female,No,Divorced,No,Bakerland,NC,USA,07/12/2025,70,Two year,Premium,None,Yes,No,Yes,Yes,No,Yes,Credit Card,60.79,4288.81,1,5,775,4,No
101087,John Mcbride,42,Female,No,Married,No,West Jessicastad,PW,USA,10-21-2024,31,One year,Standard,Fiber,Yes,Yes,No,No,No,Yes,Electronic Check,110.03,,7,3,583,2,Yes
101088,Tyler Harris,58,Male,No,Married,Yes,Lake Kathleenburgh,ID,USA,08/04/2026,14,Two year,Standard,Fiber,No,No,No,No,Yes,No,Mailed Check,32.22,515.06,9,5,227,4,No
101089,Caleb Howard,73,Female,Yes,Married,Yes,New Thomasstad,NV,USA,25/01/2025,5,Two year,Standard,None,Yes,Yes,No,Yes,Yes,No,Electronic Check,99.75,509.61,0,2,24,3,Yes
101090,vincent bridges jr.,77,Male,Yes,Divorced,Yes,East Annettehaven,GA,USA,12-26-2024,67,One year,Basic,Fiber,Yes,Yes,No,No,Yes,No,Electronic Check,51.33,3558.47,7,2,405,5,No
101091,daniel gonzalez,61,,No,Divorced,Yes,West Carlosstad,OK,USA,07-29-2021,26,Month-to-month,Standard,None,Yes,Yes,Yes,No,No,Yes,Electronic Check,46.34,1186.63,6,5,557,1,Yes
101092,Ian Mitchell,80,Female,Yes,Divorced,No,Crystalbury,UT,USA,03-05-2026,44,Two year,Basic,Fiber,Yes,No,Yes,No,Yes,Yes,Credit Card,60.91,2762.71,1,3,448,0,No
101093,Tina Green,84,Female,Yes,Married,Yes,West Lisa,MP,USA,15/03/2026,64,Two year,premium,None,No,Yes,No,No,Yes,Yes,Credit Card,99.79,6426.47,2,1,747,1,No
101094,Kimberly Espinoza,82,Female,Yes,Single,Yes, ADAMHAVEN ,NJ,USA,2020-08-25,16,Month-to-month,Standard,DSL,No,Yes,No,Yes,Yes,No,Credit Card,28.73,,1,1,477,2,No
101095,Whitney Moore,63,Male,Yes,Single,Yes,Tonyburgh,IN,USA,11-27-2023,27,One year,Premium,Cable,Yes,No,Yes,No,No,Yes,Electronic Check,54.13,1516.8,3,5,795,0,No
101096,Nicole Smith,77,Male,Yes,Divorced,Yes,Josephtown,VA,USA,2023-05-09,4,Two year,Basic,DSL,No,No,No,Yes,Yes,Yes,Electronic Check,82.26,299.15,5,5,744,3,Yes
101097,Joseph Simpson,37,Male,No,Married,Yes,Williamside,RI,USA,05-05-2024,68,One year,basic,None,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer,90.83,,10,3,602,8,Yes
101098,Jonathan Anderson,69,Male,No,Married,Yes,Jenniferfurt,FM,USA,03-26-2023,30,Month-to-month,Premium,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,67.18,,7,4,523,3,No
101099,Dawn Johnson,68,Female,Yes,Single,Yes,South Ralph,AS,USA,2020-09-06,58,Month-to-month,Basic,Cable,No,Yes,No,No,Yes,No,Mailed Check,44.75,2694.64,3,4,149,5,No
101100,Erica Jackson,20,Female,No,Single,No,Williamsonhaven,NY,USA,23/01/2026,35,Month-to-month,Standard,DSL,Yes,No,No,Yes,Yes,No,Credit Card,43.61,1610.23,4,3,17,8,No
101101,Kathleen Moore,62,Female,No,Married,Yes, HEIDILAND ,NY,USA,10-15-2023,22,One year,Premium,Cable,Yes,Yes,No,No,Yes,No,Mailed Check,45.82,,2,2,766,6,No
101102,Joseph Stark,84,Female,Yes,Single,Yes,Taraborough,MI,USA,20/05/2024,13,One year,Premium,None,No,No,Yes,Yes,Yes,Yes,Electronic Check,38.08,511.13,7,4,198,1,Yes
101103,David Holloway,73,Female,No,Married,No,West Laurenchester,VI,USA,05-12-2023,54,Month-to-month,Basic,Cable,Yes,No,No,No,No,No,Electronic Check,48.87,2727.97,3,2,617,8,No
101104,Jessica Moreno,46,Male,No,Divorced,No,Erinville,CO,USA,04-27-2021,28,Two year,Basic,DSL,Yes,Yes,No,Yes,No,Yes,Bank Transfer,53.6,1512.12,1,5,309,3,No
101105,brian holloway,41,Male,No,Divorced,No,New Susan,TX,USA,2020-08-01,12,Month-to-month,basic,DSL,No,Yes,No,No,Yes,No,Credit Card,83.52,1058.66,7,4,504,3,Yes
101106,Michelle Davenport,77,Male,No,Married,Yes, LAKE MARISSALAND ,OR,USA,04-12-2025,12,Month-to-month,premium,None,No,Yes,No,Yes,Yes,Yes,Electronic Check,105.13,,6,4,593,5,No
101107,Crystal Shields,62,Female,Yes,Married,No, HARTBERG ,CO,USA,08/01/2022,54,One year,Standard,Cable,Yes,Yes,Yes,No,Yes,Yes,Credit Card,44.36,2417.9,2,3,479,5,No
101108,Adrian Williams,46,Male,Yes,Divorced,Yes,Contrerasview,FM,USA,2021-12-31,34,One year,premium,Fiber,Yes,No,Yes,No,Yes,No,Credit Card,41.07,1485.72,0,4,436,2,No
101109,Patrick Bond,25,Female,Yes,Married,Yes,New Amandahaven,PA,USA,20/01/2025,44,Two year,Premium,None,Yes,Yes,Yes,Yes,Yes,No,Credit Card,58.95,2564.14,3,1,149,1,No
101110,Emily Fisher,60,Male,Yes,Divorced,Yes, TERESAVILLE ,HI,USA,02-11-2022,56,One year,premium,Fiber,Yes,No,Yes,No,Yes,Yes,Credit Card,68.2,3806.23,9,4,421,6,No
101111,Leah Ali,33,Female,No,Single,No,West Carlystad,TX,USA,2024-09-04,30,Month-to-month,Standard,DSL,No,No,Yes,Yes,No,Yes,Electronic Check,78.44,2471.67,6,2,402,0,No
101112,Spencer Armstrong,19,,Yes,Divorced,Yes, NGUYENBERG ,ND,USA,03-05-2025,64,One year,basic,None,Yes,No,No,Yes,No,No,Credit Card,88.95,5748.35,7,5,345,1,No
101113,Jill Campbell,76,Male,No,Married,Yes,Lake Daniel,PR,USA,2025-06-05,56,One year,Premium,Cable,No,Yes,No,Yes,Yes,Yes,Mailed Check,28.7,1713.96,7,1,26,7,No
101114,Michael Smith,22,Female,Yes,Single,No,Victoriaport,NM,USA,21/09/2020,38,Two year,premium,Fiber,No,Yes,Yes,Yes,No,No,Credit Card,108.07,4158.79,1,2,128,0,No
101115,jonathan smith,69,Female,Yes,Divorced,No,Maryshire,TX,USA,14/12/2020,40,Two year,Premium,DSL,No,Yes,No,Yes,Yes,No,Mailed Check,55.54,2193.63,9,2,121,5,No
101116,Katie Leblanc,19,Male,Yes,Married,Yes, NORTH HOLLY ,VI,USA,17/02/2025,48,One year,Standard,Cable,Yes,No,Yes,Yes,No,Yes,Electronic Check,59.05,,4,5,605,1,Yes
101117,Amanda Brock,22,,No,Single,No,Lake Cheryl,DE,USA,2025-05-09,33,Month-to-month,Standard,Cable,No,No,Yes,No,No,No,Bank Transfer,107.27,3545.33,9,5,748,1,No
101118,Anthony Blevins,77,,No,Single,Yes,East Rose,WV,USA,06-23-2025,38,One year,basic,Fiber,Yes,No,Yes,No,No,Yes,Mailed Check,115.02,4486.71,3,1,469,7,Yes
101119,Jessica Bauer,50,Female,Yes,Married,No,Emilybury,MO,USA,10-09-2024,21,Two year,Premium,DSL,No,Yes,Yes,No,No,No,Bank Transfer,66.77,1443.9,10,5,751,8,Yes
101120,seth mccoy,43,Male,Yes,Divorced,Yes, NORTH MATTHEW ,RI,USA,2023-06-01,48,One year,premium,Cable,Yes,No,Yes,No,Yes,Yes,Electronic Check,51.12,2563.73,3,5,732,2,Yes
101121,leslie vasquez,53,Female,No,Married,No, JOSHUAHAVEN ,AS,USA,03-26-2025,7,One year,Basic,Cable,Yes,No,No,Yes,No,No,Electronic Check,51.03,345.17,7,2,792,7,No
101122,Joseph Harrell,76,Female,No,Married,No,East Allison,VT,USA,2021-11-02,28,Month-to-month,premium,None,No,No,No,No,Yes,No,Mailed Check,103.67,2900.12,10,2,157,5,No
101123,Julia Hicks,74,Female,No,Divorced,No, IBARRAHAVEN ,AL,USA,2024-01-21,11,Two year,premium,DSL,No,Yes,No,No,Yes,No,Electronic Check,75.89,880.35,3,1,28,3,No
101124,Barbara Green,35,Male,No,Married,No, JUSTINBOROUGH ,NM,USA,05/04/2025,55,Month-to-month,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,Credit Card,79.67,4499.03,10,5,104,2,Yes
101125,David Collins,20,Male,Yes,Single,No,Erikport,MP,USA,04-27-2026,20,Two year,standard,Fiber,Yes,No,Yes,No,Yes,No,Electronic Check,100.69,2111.72,9,3,319,6,No
101126,Regina Flores,74,Male,No,Married,Yes, SOUTH LINDSAY ,MT,USA,2022-10-22,67,One year,Basic,None,No,No,No,No,No,Yes,Bank Transfer,31.25,2175.88,6,2,467,6,No
101127,Philip Perry,47,Male,No,Married,No, RANGELSTAD ,HI,USA,2023-03-10,8,Month-to-month,Standard,DSL,Yes,No,Yes,No,Yes,Yes,Bank Transfer,49.35,373.19,7,5,514,2,Yes
101128,Anthony Stewart,30,Male,Yes,Married,No,Lake Thomas,DC,USA,2025-12-14,31,One year,Standard,Cable,No,Yes,Yes,Yes,No,No,Bank Transfer,73.26,2270.31,9,1,103,1,No
101129,courtney flores,18,Female,Yes,Divorced,Yes,West Joshuaborough,WV,USA,31/10/2024,11,Month-to-month,Standard,Fiber,Yes,Yes,No,Yes,Yes,No,Mailed Check,49.9,599.81,10,5,71,3,Yes
101130,Stephanie Wright,25,Female,No,Married,No,Thomastown,OH,USA,11-08-2024,59,One year,Basic,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,68.42,4074.9,2,1,337,8,No
101131,Sean Schultz,60,,No,Married,Yes,New Brittany,CA,USA,07/12/2021,69,Two year,Standard,Cable,No,Yes,Yes,No,No,No,Mailed Check,89.48,6174.87,4,1,406,5,Yes
101132,Richard Duke,60,Female,Yes,Single,No,East John,CA,USA,03-07-2025,56,One year,Basic,Cable,No,Yes,No,Yes,No,Yes,Mailed Check,107.74,6130.9,10,3,700,8,Yes
101133,angela lopez,54,Female,No,Single,Yes,North Samantha,WY,USA,16/10/2020,7,Month-to-month,Premium,Fiber,No,No,Yes,No,No,Yes,Mailed Check,106.47,842.37,3,1,186,0,No
101134,Austin Ortega,83,Male,Yes,Single,Yes,South Christyport,CT,USA,29/01/2021,39,One year,Standard,None,Yes,Yes,Yes,No,No,Yes,Mailed Check,114.11,4446.91,7,4,660,4,No
101135,Dustin Oneal,30,Female,No,Married,Yes,North Coreyberg,NY,USA,08-18-2025,49,Month-to-month,Standard,Cable,No,No,No,No,Yes,No,Mailed Check,81.97,4005.91,9,3,733,3,Yes
101136,Jamie Barker,61,,Yes,Single,No,East Davidton,OR,USA,12-22-2024,21,Two year,Basic,DSL,No,Yes,Yes,No,No,Yes,Electronic Check,80.42,1686.34,4,1,326,8,No
101137,Phillip Higgins,28,Male,No,Married,No,East Jonfort,SC,USA,2023-05-10,21,Month-to-month,Premium,None,Yes,Yes,No,Yes,No,No,Electronic Check,58.74,1217.69,5,5,411,3,No
101138,Christopher Lindsey,20,Male,No,Married,No,Nicholeberg,SD,USA,09-23-2022,36,Month-to-month,Premium,DSL,No,No,No,No,No,Yes,Bank Transfer,110.81,4080.43,1,3,268,5,No
101139,Dr. Judith Riddle,82,Male,No,Married,Yes,East Amychester,IL,USA,22/01/2023,56,Month-to-month,Basic,None,No,Yes,Yes,Yes,Yes,Yes,Credit Card,39.92,2279.37,1,1,519,6,No
101140,Daniel Collins,30,Male,Yes,Divorced,No,Lake Stephen,PR,USA,2022-07-26,11,One year,basic,None,No,No,Yes,No,No,No,Mailed Check,76.66,,1,3,722,2,Yes
101141,Daniel Garcia,41,Female,Yes,Single,Yes,Chavezfort,SD,USA,2023-08-22,51,Two year,premium,DSL,Yes,No,No,Yes,No,No,Electronic Check,76.66,3942.53,2,4,92,7,No
101142,Amanda White,84,Female,No,Married,Yes,Elizabethside,OK,USA,02-10-2021,27,Two year,Basic,DSL,No,Yes,No,Yes,Yes,Yes,Mailed Check,116.25,3250.49,6,4,261,3,Yes
101143,roberta thomas,22,Female,No,Single,No, EAST SARAH ,KS,USA,2024-01-18,8,One year,Basic,None,No,No,Yes,No,No,Yes,Bank Transfer,108.19,913.21,6,1,679,2,No
101144,Mary Scott,21,Male,Yes,Single,Yes,Keyport,SC,USA,14/10/2024,27,One year,Premium,DSL,No,No,No,Yes,Yes,No,Electronic Check,30.08,798.47,10,3,738,0,No
101145,Elizabeth Brown,37,Male,Yes,Single,Yes,Amandaland,LA,USA,2022-12-17,68,Two year,Basic,Cable,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer,99.34,6755.63,9,3,756,0,No
101146,Sharon Jones,69,Male,Yes,Married,Yes,Lake Patriciaside,MA,USA,26/01/2023,67,Month-to-month,Basic,Cable,Yes,No,No,No,No,Yes,Mailed Check,116.34,7803.75,8,1,645,3,Yes
101147,Cassandra Marks,49,Female,No,Divorced,No,Lake Michael,OH,USA,09-19-2023,50,Month-to-month,Basic,DSL,Yes,Yes,No,No,Yes,Yes,Mailed Check,31.6,,1,5,250,0,No
101148,noah mueller,59,Male,Yes,Divorced,Yes,South Bruceville,DC,USA,08-23-2021,29,Month-to-month,Basic,Fiber,Yes,Yes,No,No,Yes,No,Electronic Check,54.22,1563.08,6,4,214,6,No
101149,william andrews,31,,No,Divorced,Yes,Aliciatown,NC,USA,02-26-2026,7,One year,standard,Fiber,No,Yes,No,Yes,Yes,Yes,Bank Transfer,61.04,537.57,1,5,604,3,No
101150,Jennifer Davis,62,Male,No,Single,Yes,Kleinton,PA,USA,03-21-2021,57,One year,Basic,None,Yes,No,No,No,Yes,Yes,Electronic Check,28.19,1693.08,8,1,467,5,No
101151,Juan Yu,35,,No,Single,No,Rodriguezside,NY,USA,21/08/2021,25,One year,Basic,None,No,Yes,No,Yes,No,No,Credit Card,35.09,855.82,2,1,778,2,No
101152,Michelle Munoz,69,Male,Yes,Married,No, JASMINEPORT ,NC,USA,14/09/2022,9,Month-to-month,standard,Fiber,Yes,No,Yes,No,No,Yes,Electronic Check,60.58,,8,4,765,4,No
101153,james mckenzie,35,,Yes,Single,Yes,North Raymond,NY,USA,11-14-2023,72,Month-to-month,Premium,Cable,No,Yes,No,Yes,No,Yes,Mailed Check,46.46,3360.16,2,3,107,0,No
101154,James Smith,75,Male,No,Single,No,Lake Jessicabury,RI,USA,01-04-2024,42,Two year,standard,DSL,No,Yes,Yes,Yes,No,No,Credit Card,66.64,2800.45,9,5,660,7,No
